Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCD55,OUT045,650.543
FDY43,OUT013,2777.999
NCU05,OUT017,1350.464
FDF10,OUT035,2515.589
FDR39,OUT018,3018.314
FDG40,OUT013,545.307
FDZ28,OUT019,293.659
FDE02,OUT045,1435.11
FDU60,OUT049,2829.319
FDM21,OUT013,4433.513
FDV52,OUT019,292.256
NCW06,OUT013,2975.139
FDX36,OUT035,3749.164
FDT35,OUT027,4393.279
NCL19,OUT010,296.66
NCD31,OUT046,2800.806
FDE53,OUT019,279.724
FDW58,OUT019,270.621
DRF48,OUT046,3024.39
FDW57,OUT035,2678.673
DRH13,OUT017,1722.029
FDT33,OUT013,2691.67
DRK47,OUT027,6086.638
FDY22,OUT010,326.064
FDC35,OUT019,543.206
FDO03,OUT013,3934.988
FDF24,OUT045,1338.244
FDF56,OUT018,2745.179
FDD28,OUT013,830.073
FDG53,OUT027,3478.549
FDO27,OUT019,245.568
NCF54,OUT018,2638.782
FDC20,OUT027,1423.14
FDU10,OUT046,621.75
DRA24,OUT018,2426.409
FDA02,OUT010,368.744
FDG10,OUT017,919.011
FDW39,OUT010,432.007
FDP04,OUT019,177.713
NCM55,OUT013,3079.78
FDG47,OUT045,4396.014
NCU41,OUT017,3214.959
NCK31,OUT017,803.794
FDZ46,OUT045,1581.874
FDU13,OUT027,3742.689
NCF19,OUT045,763.159
NCJ43,OUT013,2917.478
NCJ05,OUT045,2325.604
FDS04,OUT027,3457.841
FDX28,OUT010,237.81
FDB41,OUT027,1146.918
FDG53,OUT046,2157.396
FDL15,OUT010,371.481
FDQ08,OUT049,899.719
DRN36,OUT013,1624.569
FDI46,OUT013,4016.15
FDG16,OUT027,5751.331
FDV32,OUT013,922.719
FDF44,OUT010,277.15
FDK04,OUT018,919.463
NCA41,OUT013,2961.413
FDD51,OUT017,694.715
NCZ53,OUT045,2988.834
FDP01,OUT027,3750.903
FDY25,OUT049,3106.482
FDB17,OUT018,2667.598
NCV54,OUT018,1857.325
FDJ32,OUT017,948.999
FDA37,OUT049,1861.787
FDG35,OUT035,3154.84
NCM05,OUT018,3698.272
FDG45,OUT046,3603.895
FDH28,OUT013,585.19
NCE18,OUT049,3877.405
FDH38,OUT045,1971.23
FDR56,OUT013,2857.67
FDH17,OUT027,2522.154
FDD39,OUT049,3905.012
FDB41,OUT049,800.745
NCR53,OUT046,3614.764
FDX46,OUT017,868.521
FDV28,OUT049,586.002
FDA08,OUT018,2390.368
FDH45,OUT017,674.26
NCS38,OUT010,263.324
FDD40,OUT010,525.425
DRM59,OUT035,2352.176
NCJ43,OUT018,2683.102
NCN29,OUT013,738.211
NCC19,OUT045,3112.913
FDR56,OUT035,2998.044
FDZ43,OUT049,3879.878
FDJ32,OUT010,170.917
DRH03,OUT017,1429.358
NCZ54,OUT035,2724.908
FDE26,OUT017,2532.455
FDS03,OUT045,1072.724
DRZ24,OUT019,293.337
FDO48,OUT027,5974.797
FDW39,OUT049,2819.855
NCK05,OUT049,929.647
NCK30,OUT017,4394.631
FDT27,OUT018,3503.978
FDS08,OUT019,399.474
NCJ19,OUT049,921.745
FDC58,OUT045,671.762
DRE37,OUT013,3009.307
FDW02,OUT035,2024.409
FDJ02,OUT010,379.799
FDX09,OUT045,2792.977
FDT31,OUT010,518.921
FDI24,OUT049,2915.356
FDY09,OUT045,2905.466
FDV28,OUT045,582.235
DRM47,OUT049,3200.64
FDT52,OUT019,585.987
FDI48,OUT018,874.943
FDY55,OUT017,4081.128
FDU48,OUT013,2052.382
FDN25,OUT045,879.604
FDP20,OUT049,1931.942
FDJ15,OUT013,3026.553
FDD04,OUT018,2066.192
FDY58,OUT045,4135.618
FDR37,OUT018,2963.181
FDF44,OUT013,2049.383
FDD32,OUT045,1371.232
FDR57,OUT017,2418.827
DRG39,OUT027,1412.52
FDX15,OUT017,2577.158
DRN37,OUT045,2653.531
FDW40,OUT027,3473.969
FDB32,OUT049,1398.758
FDM40,OUT018,2167.287
FDE39,OUT027,3243.627
DRH49,OUT017,1342.02
FDT46,OUT049,775.359
NCF06,OUT035,4229.391
FDP07,OUT017,3139.633
FDC04,OUT013,3881.557
FDZ32,OUT017,1840.853
FDD50,OUT045,2726.301
FDU56,OUT017,3240.439
FDV34,OUT017,1156.316
NCY41,OUT013,547.622
NCK18,OUT046,2817.304
DRH25,OUT049,838.721
FDT57,OUT046,4119.189
FDV56,OUT018,1452.249
FDV12,OUT045,1572.236
FDN52,OUT017,1367.417
FDX38,OUT035,761.712
FDE47,OUT018,1900.484
NCO07,OUT013,3602.209
FDV09,OUT027,3767.953
FDZ23,OUT019,498.398
DRH51,OUT018,1346.598
NCY54,OUT045,2847.514
DRG49,OUT013,4171.714
NCC19,OUT049,3238.494
NCV53,OUT045,4094.31
FDZ47,OUT019,267.091
NCO26,OUT018,1754.584
NCP02,OUT045,887.002
NCW30,OUT018,3547.843
NCN55,OUT046,3981.175
FDB20,OUT010,180.021
DRL11,OUT013,2490.242
DRD60,OUT045,3094.133
FDW14,OUT010,199.266
FDL27,OUT010,176.677
FDU09,OUT018,913.571
DRH36,OUT027,1652.956
FDP34,OUT027,3816.02
FDE04,OUT017,3027.323
FDZ57,OUT027,3435.283
FDF02,OUT010,240.669
FDG28,OUT045,3821.417
NCI31,OUT046,591.543
FDT43,OUT013,759.826
FDU20,OUT046,2188.619
FDD53,OUT013,593.301
FDW15,OUT045,2325.991
NCT53,OUT045,2614.717
NCG55,OUT027,3059.434
FDD48,OUT035,2022.458
FDG47,OUT049,4504.707
FDI21,OUT017,1007.804
FDT27,OUT017,4186.136
DRO35,OUT013,1932.501
FDD33,OUT017,4004.794
FDC04,OUT035,3997.584
FDY34,OUT013,2772.911
DRJ49,OUT049,2190.63
FDE05,OUT049,2296.773
FDU31,OUT017,4122.968
NCN19,OUT027,5072.231
FDK56,OUT027,5043.29
FDK58,OUT017,1861.301
NCJ42,OUT035,1749.011
FDZ34,OUT027,5594.09
FDA52,OUT018,2668.95
NCR29,OUT013,830.81
FDT48,OUT035,3186.447
DRJ51,OUT019,593.99
NCS54,OUT046,2748.442
FDV01,OUT035,2449.67
DRG51,OUT027,4131.706
NCG42,OUT013,2173.99
FDA51,OUT049,1849.401
FDV19,OUT010,395.422
NCT18,OUT045,3240.425
NCS41,OUT045,3197.289
FDO03,OUT046,4195.496
FDL12,OUT010,170.917
FDY37,OUT010,352.152
FDI58,OUT049,1391.08
FDT28,OUT018,2242.621
NCC42,OUT010,279.262
FDO01,OUT017,2241.957
FDJ02,OUT013,2387.251
FDQ04,OUT018,596.537
DRL47,OUT013,2015.985
FDZ32,OUT035,1758.659
FDC35,OUT035,3661.677
FDX14,OUT045,1167.319
FDZ35,OUT013,1626.701
FDL14,OUT013,2284.044
FDO04,OUT049,913.926
DRK11,OUT017,2379.006
FDB44,OUT018,3319.593
FDZ50,OUT049,3425.641
FDI12,OUT027,2335.313
FDU43,OUT017,3978.755
FDD58,OUT010,221.129
FDB27,OUT017,3225.044
FDB04,OUT018,1336.95
NCO17,OUT013,1955.705
FDL12,OUT017,911.5
DRJ13,OUT049,2661.909
FDD57,OUT045,1594.44
FDW19,OUT035,1819.111
DRD27,OUT018,1383.847
FDH27,OUT027,3742.689
NCW30,OUT027,6166.011
FDR40,OUT018,1342.918
FDG05,OUT013,2503.383
NCY41,OUT019,95.699
FDI38,OUT018,3217.839
FDR20,OUT046,656.575
FDE09,OUT017,1748.368
FDN50,OUT019,245.214
DRF27,OUT045,2400.748
DRF51,OUT013,556.139
NCO02,OUT019,181.419
FDB51,OUT027,1447.911
FDJ50,OUT013,803.991
FDN52,OUT013,1350.394
FDX14,OUT013,1252.242
FDT27,OUT019,595.045
FDV10,OUT013,593.979
FDU33,OUT046,684.081
FDU58,OUT046,3130.827
NCP42,OUT027,5719.506
FDL51,OUT027,5797.51
DRH15,OUT027,1121.58
FDU16,OUT017,1342.653
FDW15,OUT017,2333.717
FDQ44,OUT045,2058.97
NCI06,OUT027,4726.943
DRK23,OUT019,595.779
FDC28,OUT035,1631.505
NCY17,OUT019,95.699
NCV05,OUT018,2222.832
FDM34,OUT019,301.202
DRD60,OUT027,4976.555
FDT38,OUT046,1350.571
FDQ57,OUT018,2310.746
FDE59,OUT027,1069.887
NCM43,OUT046,2788.94
DRI51,OUT049,2966.32
NCG30,OUT017,1983.787
NCK54,OUT035,2020.122
FDQ16,OUT019,283.972
FDI36,OUT013,2833.028
FDX16,OUT027,3742.689
FDA34,OUT046,2845.327
FDJ48,OUT018,3538.066
FDU47,OUT035,2186.885
FDS39,OUT046,2266.589
FDD11,OUT046,3984.346
FDM16,OUT027,1597.894
FDU56,OUT018,2968.748
FDQ32,OUT017,1962.317
DRK35,OUT013,598.368
FDA58,OUT049,3551.053
DRG48,OUT019,349.763
FDT59,OUT010,592.504
FDQ31,OUT019,220.581
FDS51,OUT018,1074.8
FDW32,OUT027,2147.883
FDI15,OUT027,6116.378
NCV30,OUT017,906.744
DRG25,OUT049,3107.406
FDT02,OUT013,540.792
FDO33,OUT027,3114.894
FDP38,OUT035,771.487
FDZ45,OUT035,3057.687
NCA54,OUT027,4737.113
FDU33,OUT017,722.575
FDN58,OUT017,3944.387
FDI05,OUT045,1260.063
FDM57,OUT019,203.134
NCS42,OUT027,2428.115
FDB57,OUT045,3999.761
FDC03,OUT045,3056.606
FDZ58,OUT013,1935.686
NCK29,OUT045,1948.544
NCR53,OUT045,3635.114
FDE26,OUT027,3742.689
FDU52,OUT049,2373.383
FDE41,OUT027,2041.58
FDU38,OUT018,2992.006
FDA52,OUT017,2723.018
FDW46,OUT046,1080.179
DRI59,OUT035,3946.316
FDT38,OUT035,1376.892
FDL33,OUT018,2817.117
FDQ01,OUT027,6116.378
FDJ08,OUT046,3110.614
FDQ47,OUT049,576.279
NCZ18,OUT013,3702.48
FDE29,OUT017,924.562
FDF10,OUT027,3742.689
FDC48,OUT049,1311.074
FDY58,OUT013,4172.575
NCX30,OUT010,593.238
FDV11,OUT013,2761.484
FDT46,OUT046,765.857
DRD01,OUT019,162.9
FDQ11,OUT013,4452.821
NCM41,OUT017,1424.827
NCC55,OUT013,545.672
FDG45,OUT027,5751.331
NCQ54,OUT049,2938.67
FDM34,OUT045,2012.828
FDD17,OUT019,582.523
FDN38,OUT027,6116.378
FDB53,OUT018,2193.837
NCL06,OUT035,4511.703
NCV18,OUT019,204.395
FDX25,OUT013,3073.035
FDB39,OUT046,913.381
FDC33,OUT049,3094.632
NCO14,OUT018,597.901
FDA58,OUT027,6116.378
NCQ02,OUT017,3107.314
NCR53,OUT017,3731.373
FDN52,OUT046,1380.281
FDG26,OUT046,4072.427
FDE23,OUT027,1144.919
DRI37,OUT013,854.194
DRH37,OUT018,2423.901
FDO01,OUT035,2222.457
FDK45,OUT049,2035.741
FDP23,OUT049,3850.893
FDM33,OUT035,3838.032
FDD36,OUT017,2041.659
FDL56,OUT017,1357.298
FDT27,OUT010,606.486
FDG52,OUT017,697.317
NCL42,OUT035,4193.502
DRJ24,OUT046,3136.13
FDV38,OUT046,836.854
FDT35,OUT045,2779.218
FDY51,OUT045,3700.207
FDC37,OUT017,1756.273
NCP43,OUT013,3033.808
FDO33,OUT045,1729.294
FDW04,OUT018,1927.754
NCC31,OUT046,2319.803
FDK22,OUT049,3851.984
FDJ50,OUT017,926.245
FDV13,OUT017,1400.175
DRL60,OUT017,2417.136
FDW03,OUT017,1805.226
FDY27,OUT035,2884.97
FDB39,OUT027,1396.369
FDU59,OUT045,2711.617
FDZ57,OUT049,2201.229
FDO21,OUT049,3813.516
FDS43,OUT018,2854.419
FDU28,OUT010,517.282
FDC51,OUT010,269.321
FDW16,OUT010,214.309
FDP32,OUT010,267.141
FDB60,OUT019,512.585
NCQ30,OUT046,2075.128
FDD26,OUT049,3414.758
FDI44,OUT045,1376.131
DRH23,OUT046,950.665
FDO44,OUT046,1662.029
FDG04,OUT046,3014.908
FDM32,OUT027,2391.292
FDM09,OUT013,2744.043
FDZ47,OUT013,1480.191
FDM40,OUT027,3510.183
FDY48,OUT017,1729.409
NCM30,OUT045,687.207
FDX36,OUT010,597.228
DRF03,OUT017,676.041
FDN51,OUT049,4190.807
FDM57,OUT049,1307.005
FDB35,OUT049,1438.973
FDY13,OUT027,1970.582
FDA37,OUT017,1919.302
NCX53,OUT017,2232.573
FDD59,OUT018,1350.577
FDX10,OUT019,95.699
FDC03,OUT018,2885.031
FDW43,OUT035,4361.521
FDW10,OUT046,2719.441
FDY14,OUT027,6116.378
FDV43,OUT045,719.749
FDO40,OUT013,2336.052
FDP46,OUT027,2444.283
NCE43,OUT019,383.676
FDD05,OUT035,2050.169
FDJ60,OUT010,396.72
DRE27,OUT018,1405.678
FDO11,OUT035,4129.668
DRG11,OUT027,2595.691
FDK33,OUT010,551.505
DRM23,OUT045,2847.976
FDJ02,OUT027,3759.739
NCZ05,OUT045,1599.822
NCL30,OUT013,1928.044
FDZ19,OUT018,2668.618
FDM45,OUT049,2007.272
FDO36,OUT046,2806.518
NCK31,OUT045,775.041
DRJ37,OUT045,2305.371
FDP24,OUT018,1899.155
FDF46,OUT013,1778.723
FDX46,OUT019,174.868
NCL18,OUT045,3077.383
FDJ26,OUT013,3461.274
FDJ07,OUT045,1988.134
FDY15,OUT013,2373.032
DRG01,OUT045,1219.564
FDF58,OUT045,1077.749
FDZ14,OUT019,293.961
FDP31,OUT049,1080.032
FDH45,OUT013,594.43
FDA09,OUT010,417.018
FDW31,OUT035,2981.088
FDA57,OUT046,661.703
NCE55,OUT035,2699.81
FDC17,OUT019,541.719
FDC59,OUT013,1038.553
FDA22,OUT013,2720.304
FDK52,OUT035,3890.419
NCM26,OUT046,2354.596
NCT53,OUT035,2721.362
FDW45,OUT018,2248.41
NCI18,OUT035,3927.454
FDE38,OUT018,2408.816
FDF08,OUT019,221.036
FDY58,OUT010,588.301
FDF58,OUT019,175.052
FDX39,OUT017,3928.9
FDB44,OUT049,3806.45
FDF28,OUT013,2002.914
FDE39,OUT013,1930.488
FDT37,OUT018,3522.41
FDZ45,OUT017,3071.376
FDO40,OUT035,2451.972
FDM57,OUT027,2117.541
DRG36,OUT017,3053.614
FDY36,OUT010,177.651
DRL60,OUT027,3767.953
FDS25,OUT019,286.048
DRF49,OUT027,3100.934
FDP16,OUT045,4010.503
FDS60,OUT049,3159.055
FDU15,OUT027,1080.243
FDK43,OUT046,2188.998
FDN25,OUT046,876.472
FDE53,OUT049,1685.441
FDB22,OUT013,2392.29
FDE39,OUT017,2025.781
FDX35,OUT035,3967.06
NCG54,OUT049,2893.214
FDH27,OUT035,2498.253
NCK42,OUT013,3502.923
FDS25,OUT049,1624.223
FDI10,OUT018,2693.192
FDU35,OUT035,1596.389
FDI04,OUT017,3102.94
DRK23,OUT035,4354.837
FDB53,OUT019,351.051
FDY02,OUT049,4057.864
FDM60,OUT035,677.372
NCJ31,OUT010,605.352
DRP35,OUT017,2002.738
NCQ30,OUT018,1952.247
DRL11,OUT010,381.794
FDU01,OUT013,3010.567
FDR39,OUT035,3111.612
FDO08,OUT046,2570.179
FDC02,OUT045,4396.014
NCZ29,OUT035,2031.933
FDF29,OUT010,270.888
FDZ23,OUT017,3272.636
NCU53,OUT018,2407.064
NCW30,OUT013,3934.555
NCM26,OUT027,3776.872
FDV50,OUT027,3308.392
FDW15,OUT049,2422.176
FDI35,OUT027,4976.555
FDO11,OUT017,4160.421
FDN48,OUT046,1435.283
NCA17,OUT049,2389.54
NCN54,OUT013,1316.212
FDP22,OUT013,719.584
NCB54,OUT035,1947.337
FDD08,OUT045,615.227
DRM48,OUT010,95.699
FDG41,OUT027,2906.1
FDE44,OUT027,1132.404
FDE26,OUT035,2429.327
NCS38,OUT013,1948.438
NCJ54,OUT018,3467.746
FDI40,OUT019,252.661
FDN45,OUT018,3420.654
FDU43,OUT046,3897.738
FDI04,OUT010,546.944
NCC07,OUT018,1462.222
NCC07,OUT019,269.111
NCD18,OUT045,3943.225
FDU55,OUT035,4201.41
FDX59,OUT035,599.433
FDR52,OUT049,3302.414
NCP17,OUT013,966.571
FDQ32,OUT045,1919.087
NCT17,OUT049,3171.931
FDO10,OUT049,903.156
FDE32,OUT049,589.253
FDN44,OUT045,2678.917
FDH02,OUT035,1408.168
FDK60,OUT013,1473.533
FDS24,OUT019,211.033
FDL03,OUT010,544.107
FDB46,OUT027,5751.331
FDO48,OUT049,4075.062
FDZ39,OUT049,1736.508
FDT02,OUT027,1065.779
FDC50,OUT013,1530.738
FDP39,OUT035,762.807
DRG15,OUT018,922.516
FDP10,OUT018,1462.359
FDF53,OUT027,4966.867
FDN34,OUT045,2846.857
FDK02,OUT045,1984.065
FDC23,OUT045,2900.839
FDJ10,OUT019,303.5
FDE53,OUT035,1720.262
FDR25,OUT035,3950.344
FDW50,OUT046,2589.844
FDS09,OUT049,776.174
FDW49,OUT010,418.102
FDU51,OUT046,2795.346
FDF28,OUT018,1906.519
NCY30,OUT018,2656.8
FDD44,OUT045,4067.582
FDX09,OUT017,2898.027
NCF30,OUT013,2027.383
FDZ50,OUT019,504.255
FDW37,OUT013,1381.984
FDD11,OUT049,4038.399
DRH39,OUT018,1305.198
FDA36,OUT049,3248.454
NCG43,OUT049,1381.909
FDF02,OUT035,1726.699
FDP57,OUT027,2567.158
NCE42,OUT017,4008.09
NCR38,OUT027,6116.378
FDP03,OUT019,294.413
FDO51,OUT035,665.294
NCQ42,OUT046,2077.525
NCM41,OUT046,1409.143
FDH48,OUT027,2114.715
DRF60,OUT046,3874.686
FDJ27,OUT035,1688.327
FDQ14,OUT013,2413.033
FDN27,OUT017,2021.768
NCQ02,OUT046,3016.615
FDJ33,OUT049,1960.066
FDP07,OUT027,5681.8
DRE01,OUT049,3594.02
FDU36,OUT045,1631.304
FDL28,OUT017,4310.61
NCX53,OUT046,2262.452
FDZ39,OUT013,1622.724
NCP42,OUT013,2898.525
FDJ14,OUT035,1401.338
FDK04,OUT049,877.139
NCC19,OUT017,3169.068
FDS09,OUT018,750.801
FDZ02,OUT046,1621.436
FDD35,OUT018,2013.129
NCY42,OUT017,2324.802
FDB05,OUT045,3775.905
FDF20,OUT035,3099.944
NCO41,OUT018,1403.154
FDC40,OUT027,1993.221
FDV58,OUT045,2913.637
FDZ57,OUT045,2083.74
DRM35,OUT046,2922.351
DRN36,OUT018,1411.542
FDQ13,OUT046,1323.625
DRO35,OUT010,266.741
NCD43,OUT035,1731.218
FDA51,OUT018,1779.257
NCX17,OUT027,6116.378
NCZ17,OUT049,667.567
FDR11,OUT027,3989.654
FDW34,OUT049,4126.715
FDN50,OUT017,1426.986
FDS09,OUT046,755.81
FDS48,OUT018,2309.069
FDL44,OUT049,2829.143
DRF48,OUT018,2893.174
FDA14,OUT018,2193.441
NCD30,OUT049,1627.785
FDI16,OUT017,793.713
NCG06,OUT035,4185.799
DRZ24,OUT035,2011.296
NCS17,OUT045,1594.495
FDB37,OUT045,4143.094
FDE10,OUT035,2143.481
FDC57,OUT045,3170.284
FDM12,OUT018,2974.29
FDE24,OUT049,2117.226
FDW22,OUT045,3920.63
DRD01,OUT027,1363.299
NCZ18,OUT027,6116.378
FDN49,OUT045,675.803
FDR22,OUT035,2046.813
FDV08,OUT019,95.699
FDY39,OUT046,3271.474
FDV36,OUT049,2163.086
FDO60,OUT045,708.1
FDU04,OUT027,3302.115
FDR20,OUT027,1155.586
FDW19,OUT019,284.363
FDU40,OUT049,3075.676
FDK15,OUT045,1534.41
DRF15,OUT035,2435.251
FDQ25,OUT017,3047.898
FDI48,OUT019,130.83
FDS49,OUT046,1343.019
FDV22,OUT046,2617.451
NCV42,OUT046,1768.676
FDX26,OUT046,3346.095
FDI33,OUT018,1364.084
FDZ14,OUT049,1985.04
FDG10,OUT013,868.875
FDM38,OUT018,734.721
FDG26,OUT027,6172.272
FDH46,OUT035,1817.639
FDN13,OUT018,1376.979
FDU57,OUT035,2544.203
NCI06,OUT046,2829.241
FDM38,OUT045,824.216
NCG42,OUT010,267.058
FDL39,OUT045,2973.834
FDT31,OUT019,515.075
FDV59,OUT013,3616.09
FDB49,OUT035,1656.327
FDD58,OUT049,1679.793
DRN59,OUT046,700.625
FDX48,OUT049,2348.393
FDQ11,OUT049,4440.993
FDY12,OUT049,831.424
FDQ11,OUT045,4344.617
DRI11,OUT017,1992.238
FDY32,OUT027,4107.189
FDS51,OUT045,907.237
FDR19,OUT010,337.827
DRB13,OUT018,2849.858
FDS21,OUT035,979.44
FDQ40,OUT045,2779.053
NCE55,OUT013,2673.466
FDX43,OUT027,4382.802
FDS12,OUT049,1987.513
DRK01,OUT027,2566.838
FDN25,OUT017,879.604
FDB60,OUT046,3019.322
FDQ13,OUT017,1362.252
DRK13,OUT045,2913.637
DRF25,OUT018,541.168
NCD42,OUT019,95.699
FDW25,OUT045,1340.931
NCV29,OUT027,4737.113
NCK42,OUT035,3728.111
DRJ13,OUT027,3969.432
DRD15,OUT017,3947.683
FDM27,OUT045,2420.351
FDZ50,OUT018,3005.998
FDC04,OUT046,3872.925
FDF50,OUT049,3027.835
FDP15,OUT045,4010.329
FDK46,OUT035,4261.387
FDZ56,OUT018,2574.208
FDY60,OUT049,2295.62
FDB10,OUT035,4166.796
FDR57,OUT045,2391.849
FDU58,OUT049,3193.919
FDH02,OUT046,1387.395
FDP48,OUT013,3093.508
FDI46,OUT035,4113.818
FDW56,OUT013,3070.815
NCM19,OUT010,263.165
FDS50,OUT027,6047.122
FDK24,OUT013,609.45
FDO36,OUT017,3206.26
FDK45,OUT027,3059.434
NCL05,OUT045,675.212
FDL32,OUT018,1778.793
FDA28,OUT049,1932.973
FDY36,OUT018,1277.727
FDP32,OUT018,1974.969
FDL50,OUT046,1928.029
DRC24,OUT049,2378.444
NCS18,OUT017,1753.808
FDD16,OUT017,1238.241
NCV18,OUT013,1354.844
FDX07,OUT046,3221.372
NCZ05,OUT027,2587.818
NCI31,OUT013,543.675
FDK14,OUT049,1314.631
NCR06,OUT045,671.762
NCF54,OUT049,2943.222
DRG23,OUT010,362.707
FDD53,OUT046,667.399
NCM31,OUT027,3462.456
FDT16,OUT017,4308.2
FDR40,OUT035,1386.904
DRG25,OUT017,3185.937
FDT10,OUT035,908.483
FDY32,OUT013,2629.457
FDN50,OUT035,1463.121
FDZ35,OUT019,269.111
NCP54,OUT045,2079.219
NCD07,OUT035,1681.41
FDS02,OUT018,2762.733
DRN59,OUT018,738.044
DRB24,OUT013,2330.65
FDP37,OUT027,3407.351
DRB01,OUT018,2964.966
FDR47,OUT046,3110.095
NCM31,OUT010,289.232
NCF06,OUT027,6166.011
NCV17,OUT027,3435.283
FDS10,OUT049,2926.416
FDN52,OUT035,1397.075
FDZ48,OUT013,1781.795
FDJ48,OUT049,4023.144
DRB13,OUT027,5603.098
FDV59,OUT017,3875.702
FDL32,OUT035,1721.649
FDZ12,OUT035,2193.174
NCR06,OUT027,1098.022
FDP51,OUT017,1933.15
FDY22,OUT013,2201.482
FDZ38,OUT049,3111.933
NCO54,OUT035,942.091
FDR23,OUT035,2816.676
FDM38,OUT049,918.512
FDS25,OUT013,1682.071
FDZ22,OUT013,1346.489
FDZ20,OUT019,582.977
FDD45,OUT010,219.997
FDN03,OUT049,3900.711
NCW30,OUT046,3911.866
FDY24,OUT027,1424.964
FDJ26,OUT019,547.084
FDM15,OUT049,2354.741
NCW54,OUT027,1424.964
FDA23,OUT045,1627.741
FDA39,OUT019,95.699
FDZ12,OUT017,2360.553
NCB42,OUT046,2055.529
FDL16,OUT046,797.113
FDO24,OUT019,388.57
NCP42,OUT046,3030.952
FDR19,OUT018,2331.834
DRL01,OUT045,3719.276
FDV37,OUT046,3007.738
FDI41,OUT010,363.332
FDF58,OUT049,927.936
NCF43,OUT018,1994.31
FDN02,OUT049,3701.023
NCP41,OUT035,1690.436
NCY17,OUT027,1121.58
FDL58,OUT027,6116.378
NCA30,OUT027,5052.515
FDE46,OUT018,2266.264
FDY38,OUT035,3679.303
NCH29,OUT027,2522.154
FDO20,OUT045,3739.582
FDP44,OUT018,1475.825
FDM02,OUT027,2428.115
FDJ14,OUT027,1977.266
FDH04,OUT010,201.374
DRK23,OUT046,4329.247
NCW05,OUT046,1636.577
FDF12,OUT049,2506.779
FDL51,OUT019,540.231
FDN03,OUT018,3492.938
DRJ37,OUT049,2448.844
FDM12,OUT019,508.2
FDA16,OUT045,4011.684
NCB07,OUT017,3080.695
NCI17,OUT019,243.981
FDR51,OUT046,2508.344
FDJ55,OUT045,4074.551
NCZ17,OUT013,583.236
FDU25,OUT013,849.955
NCG18,OUT045,1689.403
DRM11,OUT017,4560.194
FDH16,OUT035,1435.451
FDZ04,OUT018,932.93
NCX53,OUT035,2278.888
FDX38,OUT027,1153.53
FDX09,OUT046,2674.325
NCW05,OUT018,1435.432
NCS41,OUT017,3333.889
FDI26,OUT046,2629.316
NCZ41,OUT027,3407.351
NCK06,OUT046,2164.934
FDX23,OUT027,2522.154
NCA42,OUT046,2574.531
FDC20,OUT049,894.637
DRC49,OUT018,2209.926
FDX01,OUT013,1937.952
FDC08,OUT045,3727.06
FDC02,OUT017,4561.926
FDK10,OUT045,2836.299
DRC24,OUT013,2331.15
FDW16,OUT019,234.216
NCU06,OUT018,3484.111
DRA59,OUT045,3099.263
FDR24,OUT019,228.646
DRL35,OUT018,600.857
FDA49,OUT013,1322.015
NCC55,OUT046,599.614
DRD24,OUT019,326.555
NCE55,OUT049,2829.235
FDT33,OUT045,2997.538
NCT53,OUT013,2552.307
FDS26,OUT046,4007.485
FDL22,OUT018,1339.098
FDP44,OUT017,1711.192
FDC52,OUT018,2195.428
FDI53,OUT010,381.617
FDZ23,OUT046,3267.914
NCT18,OUT013,3157.974
FDR13,OUT046,2031.182
FDB09,OUT010,266.248
FDZ60,OUT013,1546.832
FDB11,OUT046,4089.02
FDC10,OUT018,1816.83
FDW56,OUT035,3287.711
FDK14,OUT027,2014.093
DRE27,OUT027,2576.606
FDA38,OUT017,4288.446
FDT11,OUT045,2990.328
FDP15,OUT035,4100.955
FDV27,OUT035,1388.195
FDS36,OUT027,2581.585
FDY40,OUT027,1146.918
NCF19,OUT049,771.151
FDF53,OUT045,3174.199
FDS14,OUT027,3848.602
FDE56,OUT046,1102.674
FDZ19,OUT035,2801.389
FDZ46,OUT013,1637.613
FDR16,OUT046,3486.535
FDG29,OUT018,601.015
NCE30,OUT017,3552.316
FDZ40,OUT046,809.334
FDG58,OUT018,2309.743
DRH03,OUT013,1627.088
FDZ47,OUT045,1531.221
FDV04,OUT018,2407.067
FDZ10,OUT018,1827.513
FDG46,OUT017,2021.021
NCF07,OUT045,1590.458
FDY44,OUT035,3065.555
FDB21,OUT013,3569.03
FDS20,OUT035,3351.934
FDS49,OUT049,1317.056
FDX55,OUT027,5798.918
NCQ02,OUT018,2872.34
FDR25,OUT013,3815.876
DRG39,OUT045,869.964
FDB46,OUT046,3480.372
NCC30,OUT018,2609.562
FDE58,OUT035,1848.249
FDC05,OUT019,539.708
FDY15,OUT046,2574.839
FDG14,OUT046,2410.736
FDL08,OUT049,3884.867
FDQ47,OUT013,534.384
FDN12,OUT035,1644.991
FDW10,OUT013,2818.881
FDD02,OUT035,1830.625
FDX35,OUT010,604.284
FDT35,OUT046,2726.948
DRN47,OUT019,424.397
FDB11,OUT010,595.896
FDN20,OUT045,2953.229
FDB59,OUT035,2961.838
FDJ58,OUT045,2888.227
FDU60,OUT046,2696.991
FDS03,OUT049,1060.664
FDU40,OUT019,511.358
DRH15,OUT049,738.642
FDD04,OUT027,3678.506
FDQ01,OUT046,3768.828
FDF28,OUT035,2018.085
FDD22,OUT010,263.324
FDY19,OUT046,1935.934
FDN33,OUT035,1446.478
FDV36,OUT035,2171.041
FDW01,OUT010,366.988
FDJ28,OUT049,3117.347
